,Unnamed: 0,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years,exchange,industry,sector,share_volume,trade_volume,market_cap,highlow_today,highlow_52,previous_close,_pe,_yield,_eps,_annualized_dividend
650,650,GAIN,218,07/19/2005,06/21/2022,0.9311926605504588,$0.075,133.33333333333337,2,2005,17,NASDAQ-GS,Finance,Finance/Investors Services,"139,772","140,573","459,225,468",$13.89/$13.29,$17.15/$12.39,$13.26,4.49,6.76%,$3.08,$0.90
651,651,CGBD,21,06/28/2017,06/29/2022,2.857142857142857,$0.40,54.05405405405404,1,2017,5,NASDAQ-GS,Finance,Finance Companies,"163,941","278,615","687,571,264",$13.19/$12.90,$14.96/$12.14,$12.86,4.98,9.87%,$2.63,$1.28
652,652,MCFT,1,06/13/2016,06/13/2016,0.0,$4.30,0.0,0,2016,6,NASDAQ-GM,Consumer Discretionary,Recreational Games/Products/Toys,"203,972","106,518","392,281,995",$22.35/$21.32,$29.69/$20.26,$21.53,6.47,N/A,$3.36,N/A
653,653,SGA,4,10/07/2021,06/10/2022,3.0,$0.20,312.5,0,2021,10,NASDAQ-GM,Consumer Discretionary,Broadcasting,"6,808","5,774","143,754,998",$24.33/$23.61,$27.49/$20.93,$23.70,12.37,3.34%,$1.92,$0.80
654,654,NNBR,25,08/28/2013,09/06/2019,3.0,$0.07,16.666666666666686,0,2013,28,NASDAQ-GS,Industrials,Consumer Electronics/Appliances,"5,846,050","319,633","116,309,308",$2.68/$2.47,$7.77/$2.16,$2.47,0.0,N/A,$-0.47,N/A
655,655,ACGLO,20,12/14/2017,09/14/2022,2.85,$0.340625,0.0,1,2017,5,NASDAQ-GS,Finance,Property-Casualty Insurers,"7,936",N/A,N/A,$23.13/$22.78,$26.60/$21.16,$22.76,N/A,5.99%,N/A,$1.3625
656,656,STBA,120,06/25/1992,05/04/2022,2.9916666666666667,$0.30,16.66666666666667,3,1992,30,NASDAQ-GS,Finance,Major Banks,"260,829","193,579","1,095,213,292",$28.17/$27.63,$34.20/$27.00,$27.57,10.17,4.3%,$2.74,$1.20
657,657,CHRW,100,12/10/1997,06/02/2022,2.94,$0.55,50.0,3,1997,25,NASDAQ-GS,Consumer Discretionary,Oil Refining/Marketing,"1,215,534","1,263,284","13,217,863,066",$104.44/$101.04,$115.99/$84.67,$100.29,14.67,2.2%,$7.08,$2.20
658,658,PPSI,1,06/21/2021,06/21/2021,0.0,$0.12,0.0,0,2021,1,NASDAQ-CM,Industrials,Electrical Products,"40,030","657,417","34,334,580",$3.56/$3.47,$14.43/$2.77,$3.525,0.0,N/A,$-0.37,N/A
659,659,BOKF,69,05/11/2005,05/10/2022,2.9565217391304346,$0.53,263.1578947368421,2,2005,17,NASDAQ-GS,Finance,Major Banks,"408,773","182,001","5,269,209,807",$77.93/$76.29,$120.20/$74.29,$75.62,9.97,2.78%,$7.76,$2.12
660,660,MRTN,48,08/26/2010,06/15/2022,2.958333333333333,$0.06,3000.0,1,2010,12,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,"1,929,601","480,599","1,384,895,782",$17.20/$16.57,$19.94/$14.72,$16.47,14.7,1.47%,$1.15,$0.24
661,661,ADBE,66,01/05/1989,03/24/2005,2.9393939393939394,$0.0125,33.33333333333334,2,1989,33,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,"3,305,337","3,302,435","183,197,700,000",$388.06/$378.22,$699.54/$338.00,$376.64,37.86,N/A,$10.24,N/A
662,662,FORR,27,06/04/2012,12/11/2018,3.0,$0.20,7.142857142857139,0,2012,12,NASDAQ-GS,Consumer Discretionary,EDP Services,"124,847","45,704","899,630,160",$48.07/$45.05,$60.90/$42.15,$44.90,36.95,N/A,$1.29,N/A
663,663,LRFC,70,12/06/2013,03/20/2020,1.0714285714285714,$0.0833,31.90810465858325,1,2013,9,NASDAQ-GS,Finance,"Trusts, Except Educational, Religious, and Charitable","11,653","8,492","43,783,748",$16.35/$14.43,$28.90/$15.50,$16.15,0.0,N/A,$-5.59,N/A
664,664,OPINL,9,11/12/2020,11/14/2022,2.6666666666666665,$0.3984375,0.0,1,2020,0,NASDAQ-GM,Real Estate,Building operators,"6,454",N/A,N/A,$24.10/$23.88,$28.54/$22.56,$23.95,N/A,6.65%,N/A,$1.5938
665,665,CSWC,25,06/16/2016,06/14/2022,3.0,$0.63,217.85714285714283,1,2016,34,NASDAQ-GS,Finance,Finance/Investors Services,"153,836","205,983","480,153,101",$18.93/$18.70,$28.41/$17.79,$18.49,9.93,10.48%,$1.89,$1.92
666,666,PBHC,86,12/27/2000,04/21/2022,3.011627906976744,$0.09,66.66666666666669,3,2000,25,NASDAQ-CM,Finance,Banks,"3,757","2,176","114,403,889",$19.38/$19.02,$21.99/$14.79,$19.02,8.73,1.86%,$2.19,$0.36
667,667,MEOH,81,09/12/2002,06/15/2022,2.925925925925926,$0.145,400.0,2,2002,20,NASDAQ-GS,N/A,N/A,"698,173","504,938","2,907,942,067",$40.21/$37.60,$56.79/$29.61,$37.69,6.32,1.49%,$6.35,$0.58
668,668,WTBA,44,08/04/2011,05/10/2022,3.0,$0.25,40.0,1,2011,0,NASDAQ-GS,Finance,Major Banks,"77,091","21,477","405,473,849",$24.49/$23.98,$34.50/$22.88,$24.03,8.02,4.13%,$3.04,$1.00
669,669,NEWT,30,06/25/2015,06/16/2022,2.9,$0.75,438.0,1,2015,13,NASDAQ-GM,Finance,Finance/Investors Services,"306,863","195,964","450,604,627",$18.75/$18.03,$36.41/$17.65,$18.12,6.78,16.23%,$2.75,$3.00
670,670,CHSCM,31,12/15/2014,06/16/2022,2.903225806451613,$0.421875,0.0,1,2014,8,NASDAQ-GS,Consumer Staples,Tobacco,"11,203",N/A,N/A,$25.62/$25.27,$28.77/$24.27,$25.50,N/A,6.62%,N/A,$1.6875
671,671,AY,23,11/28/2016,05/27/2022,3.0,$0.44,53.37423312883436,1,2016,8,NASDAQ-GS,Utilities,Electric Utilities: Central,"475,741","589,451","3,685,295,794",$32.33/$31.77,$41.32/$28.82,$31.75,0.0,5.62%,$-0.19,$1.76
672,672,AAP,36,09/18/2013,06/16/2022,2.9166666666666665,$1.50,316.6666666666667,1,2013,9,NYSE,Consumer Discretionary,Auto & Home Supply Stores,"1,014,870","833,187","11,103,151,958",$183.78/$178.65,$244.55/$164.00,$178.63,20.39,3.44%,$8.98,$6.00
673,673,DUK,36,08/14/2013,05/12/2022,2.9166666666666665,$0.985,4.269662921348328,1,2013,9,NYSE,Utilities,Power Generation,"2,953,846","3,692,508","80,477,697,383",$104.80/$103.30,$116.33/$95.48,$103.41,21.96,3.93%,$4.76,$3.94
674,674,GSM,1,09/04/2018,09/04/2018,3.0,$0.06,0.0,0,2018,6,NASDAQ-CM,Basic Materials,Other Metals and Minerals,"1,261,515","1,071,586","1,159,470,317",$6.32/$5.63,$11.25/$4.53,$5.59,9.98,N/A,$0.62,N/A
675,675,VTR,38,06/03/2013,06/30/2022,2.8421052631578947,$0.45,174.4075829383886,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"2,377,114","3,123,876","20,476,400,824",$51.49/$49.60,$64.02/$45.44,$49.94,131.36,3.62%,$0.39,$1.80
676,676,METCL,4,01/13/2022,10/13/2022,2.25,$0.5625,0.0,0,2022,0,NASDAQ-GS,N/A,N/A,"17,841",N/A,N/A,$27.40/$27.08,$27.86/$25.16,$27.35,N/A,8.23%,N/A,$2.25
677,677,CETX,1,03/29/2017,03/29/2017,0.0,$0.02,0.0,0,2017,5,NASDAQ-CM,Technology,EDP Services,"1,457,760","479,024","7,986,668",$0.33/$0.29,$2.56/$0.26,$0.287,N/A,N/A,N/A,N/A
678,678,STZ,29,05/06/2015,05/04/2022,2.896551724137931,$0.80,42.30769230769229,1,2015,7,NYSE,Consumer Staples,Beverages (Production/Distribution),"1,151,572","1,146,642","45,230,650,932",$245.75/$240.36,$261.52/$207.35,$239.35,0.0,1.35%,$-0.18,$3.20
679,679,GL,13,07/03/2019,07/01/2022,2.769230769230769,$0.207,9.302325581395364,1,2019,3,NYSE,Finance,Life Insurance,"1,154,820","519,486","9,777,136,534",$99.40/$95.36,$108.61/$85.25,$94.77,13.85,0.88%,$7.16,$0.83
680,680,BPYPM,4,08/31/2021,05/31/2022,2.25,$0.390625,42.87673738112656,0,2021,1,NASDAQ-GS,N/A,N/A,"8,484",N/A,N/A,$19.99/$19.55,$26.12/$19.27,$19.73,N/A,7.92%,N/A,$1.5625
681,681,ALL,36,08/28/2013,06/02/2022,2.9444444444444446,$0.85,50.0,1,2013,9,NYSE,Finance,Property-Casualty Insurers,"5,383,226","1,979,142","34,966,838,026",$127.77/$122.23,$144.46/$106.11,$121.81,10.65,2.79%,$11.94,$3.40
682,682,BHFAN,6,03/09/2021,06/09/2022,2.5,$0.3359375,0.0,0,2021,1,NASDAQ-GS,Finance,Life Insurance,"82,774",N/A,N/A,$19.26/$18.85,$27.59/$18.28,$18.94,N/A,7.09%,N/A,$1.3438
683,683,MFIN,1,05/13/2022,05/13/2022,2.0,$0.08,0.0,0,2022,26,NASDAQ-GS,Finance,Diversified Financial Services,"72,858","87,029","160,436,703",$6.49/$6.18,$10.05/$3.50,$6.30,2.83,4.98%,$2.22,$0.32
684,684,MRVL,41,06/19/2012,07/07/2022,2.951219512195122,$0.06,0.0,1,2012,10,NASDAQ-GS,Technology,Semiconductors,"20,042,318","10,276,307","40,982,178,000",$49.05/$46.88,$93.85/$43.68,$46.26,0.0,0.52%,$-0.61,$0.24
685,685,T,36,07/08/2013,04/13/2022,2.9166666666666665,$0.278,2.2222222222222143,1,2013,9,NYSE,Consumer Discretionary,Telecommunications Equipment,"47,641,663","34,878,833","150,267,410,000",$21.06/$20.51,$29.35/$18.67,$20.61,8.86,5.46%,$2.37,$1.11
686,686,MGYR,2,02/09/2022,05/04/2022,3.0,$0.03,0.0,0,2022,1,NASDAQ-GM,Finance,Major Banks,"2,062","4,901","83,115,531",$11.76/$11.71,$14.77/$10.15,$11.71,11.48,1.02%,$1.02,$0.12
687,687,USAU,12,06/13/2005,02/27/2008,2.6666666666666665,$0.06,20.0,1,2005,0,NASDAQ-CM,Basic Materials,Precious Metals,"130,970","45,887","36,405,315",$4.43/$3.82,$11.63/$3.71,$3.80,0.0,N/A,$-1.74,N/A
688,688,PRIM,56,09/19/2008,06/29/2022,2.946428571428572,$0.06,37.5,2,2008,14,NASDAQ-GS,Industrials,"Water, Sewer, Pipeline, Comm & Power Line Construction","618,166","358,290","1,259,133,034",$23.64/$22.36,$31.16/$21.47,$22.08,11.86,1.07%,$1.99,$0.24
689,689,OXLCL,7,06/14/2021,12/14/2022,2.571428571428572,$0.421875,0.0,0,2021,1,NASDAQ-GS,Finance,Finance Companies,"11,167",N/A,N/A,$24.07/$23.70,$26.59/$23.60,$23.89,N/A,7.06%,N/A,$1.6875
690,690,UIHC,37,03/18/2013,03/08/2022,3.0,$0.06,33.33333333333334,1,2013,13,NASDAQ-CM,Finance,Property-Casualty Insurers,"2,473,394","216,089","72,780,795",$1.77/$1.64,$6.18/$1.29,$1.72,0.0,13.79%,$-1.70,$0.24
691,691,LMNR,47,09/02/2010,04/04/2022,3.021276595744681,$0.075,20.0,1,2010,0,NASDAQ-GS,Consumer Staples,Farming/Seeds/Milling,"2,037,224","128,601","270,195,990",$14.95/$14.23,$19.10/$10.44,$14.32,0.0,2.12%,$-0.38,$0.30
692,692,BA,27,08/07/2013,02/13/2020,2.888888888888889,$2.055,50.51546391752578,1,2013,9,NYSE,Industrials,Aerospace,"13,626,216","37,993,427","83,734,219,444",$141.87/$134.95,$252.30/$113.02,$133.97,0.0,N/A,$-8.27,N/A
693,693,PNW,37,07/30/2013,07/29/2022,2.918918918918919,$0.85,6.187050359712231,1,2013,9,NYSE,Utilities,Electric Utilities: Central,"1,063,402","978,058","8,107,827,849",$72.24/$70.08,$86.87/$62.78,$69.96,13.54,4.98%,$5.30,$3.40
694,694,PKOH,6,02/11/2021,05/05/2022,3.0,$0.125,0.0,0,2021,34,NASDAQ-GS,Industrials,Office Equipment/Supplies/Services,"1,053,447","78,127","221,641,117",$18.09/$16.63,$34.50/$9.23,$16.52,0.0,3.08%,$-2.02,$0.50
695,695,HWCPZ,8,08/31/2020,05/31/2022,2.625,$0.390625,0.0,1,2020,2,NASDAQ-GS,Finance,Major Banks,"3,748",N/A,N/A,$25.36/$25.00,$29.34/$23.87,$25.2899,N/A,6.18%,N/A,$1.5625
696,696,CMCSA,57,07/07/2008,07/05/2022,3.017543859649123,$0.27,44.44444444444443,2,2008,34,NASDAQ-GS,Consumer Discretionary,Telecommunications Equipment,"26,686,928","25,794,496","177,274,183,539",$39.63/$38.91,$61.80/$37.56,$39.11,12.76,2.78%,$3.10,$1.08
697,697,AAPL,39,11/07/2012,05/06/2022,3.0,$0.23,15.873015873015872,1,2012,34,NASDAQ-GS,Technology,Computer Manufacturing,"89,116,837","98,246,166","2,456,007,584,400",$141.91/$139.77,$182.94/$129.04,$138.27,23.0,0.68%,$6.16,$0.92
698,698,MHLD,42,06/27/2008,09/28/2018,2.9285714285714284,$0.05,22.22222222222223,1,2008,14,NASDAQ-CM,Finance,Finance: Consumer Services,"9,060,648","213,955","208,941,199",$2.69/$2.09,$3.69/$1.88,$2.16,4.36,N/A,$0.55,N/A
699,699,FDX,36,09/06/2013,06/24/2022,2.9166666666666665,$1.15,60.0,1,2013,9,NYSE,Consumer Discretionary,Air Freight/Delivery Services,"8,395,224","3,293,873","63,042,512,422",$248.76/$236.34,$304.59/$192.82,$228.13,17.01,1.31%,$14.30,$4.60
700,700,ITW,36,09/26/2013,06/29/2022,2.9166666666666665,$1.22,28.205128205128204,1,2013,9,NYSE,Industrials,Industrial Machinery/Components,"1,507,216","1,084,605","58,526,362,547",$187.93/$180.99,$249.81/$177.33,$180.10,22.08,2.69%,$8.51,$4.88
701,701,VTRS,5,05/21/2021,05/23/2022,2.4,$0.12,9.090909090909092,0,2021,1,NASDAQ-GS,Consumer Discretionary,Specialty Chemicals,"11,834,003","11,700,299","13,287,102,912",$11.03/$10.76,$15.60/$9.66,$10.73,78.29,4.52%,$0.14,$0.48
702,702,ABTX,10,02/27/2020,05/27/2022,2.7,$0.14,20.0,1,2020,2,NASDAQ-GM,Finance,Major Banks,"151,846","61,425","779,664,346",$39.20/$38.15,$46.00/$34.30,$38.25,9.52,1.44%,$4.02,$0.56
703,703,OCCIO,21,05/21/2021,01/23/2023,0.9523809523809524,$0.1276042,0.0,0,2021,0,NASDAQ-CM,Finance,"Trusts, Except Educational, Religious, and Charitable","2,951",N/A,N/A,$24.38/$24.22,$25.75/$23.52,$24.18,N/A,6.33%,N/A,$1.5313
704,704,SOHOB,14,09/28/2016,12/30/2019,2.7857142857142856,$0.50,136.85457129322594,0,2016,6,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,"1,783",N/A,N/A,$17.25/$16.65,$20.45/$13.31,$16.60,N/A,N/A,N/A,N/A
705,705,WFCF,1,07/26/2021,07/26/2021,0.0,$0.15,0.0,0,2021,1,NASDAQ-CM,Technology,Computer Software: Prepackaged Software,"3,610","5,721","72,587,284",$12.37/$11.27,$16.00/$8.43,$11.87,32.57,N/A,$0.37,N/A
706,706,RAIL,22,05/23/2012,08/15/2017,3.0,$0.09,50.0,0,2012,17,NASDAQ-GS,Industrials,Railroads,"101,295","181,706","61,841,895",$3.86/$3.63,$7.69/$3.06,$3.61,0.0,N/A,$-1.15,N/A
707,707,TCBIO,5,05/28/2021,05/31/2022,2.4,$0.359375,0.0,0,2021,1,NASDAQ-GS,Finance,Major Banks,"14,804",N/A,N/A,$21.57/$20.91,$28.90/$20.32,$21.26,N/A,6.76%,N/A,$1.4375
708,708,OBNK,17,06/14/2018,05/16/2022,2.764705882352941,$0.15,184.61538461538456,1,2018,4,NASDAQ-GS,Finance,Commercial Banks,"181,068","71,111","928,169,609",$39.68/$38.85,$47.58/$36.80,$38.81,8.92,1.52%,$4.38,$0.60
709,709,VSEC,137,10/26/1988,07/12/2022,2.956204379562044,$0.10,900.0000000000001,4,1988,34,NASDAQ-GS,N/A,N/A,"44,732","38,163","452,785,798",$35.69/$34.45,$65.42/$33.66,$34.78,49.9,1.13%,$0.71,$0.40
710,710,LPLA,41,05/11/2012,06/08/2022,2.951219512195122,$0.25,40.74074074074073,1,2012,10,NASDAQ-GS,Finance,Investment Bankers/Brokers/Service,"1,406,424","1,013,518","15,098,936,165",$191.19/$179.24,$220.80/$127.03,$177.78,33.24,0.53%,$5.68,$1.00
711,711,NEWTZ,4,07/14/2021,04/13/2022,2.25,$0.34375,0.0,0,2021,0,NASDAQ-GM,N/A,N/A,"2,187",N/A,N/A,$25.26/$25.25,$26.15/$24.63,$25.22,N/A,5.45%,N/A,$1.375
712,712,CIZN,91,12/13/1999,06/15/2022,2.967032967032967,$0.24,25.0,3,1999,23,NASDAQ-GM,Finance,Major Banks,"1,707","2,925","100,023,725",$17.85/$17.80,$21.75/$17.00,$17.95,13.13,5.26%,$1.36,$0.96
713,713,MSBI,24,08/10/2016,05/12/2022,2.875,$0.29,11.111111111111114,1,2016,6,NASDAQ-GS,Finance,Major Banks,"176,721","68,825","540,571,359",$24.96/$24.37,$30.60/$22.50,$24.49,6.66,4.65%,$3.68,$1.16
714,714,FAST,49,11/22/2010,04/26/2022,2.857142857142857,$0.31,138.0952380952381,1,2010,31,NASDAQ-GS,Basic Materials,Construction Materials,"4,616,938","3,415,205","29,873,953,061",$51.91/$50.59,$64.75/$48.10,$50.44,30.35,2.49%,$1.71,$1.24
715,715,BWMX,9,05/28/2020,05/11/2022,2.6666666666666665,$0.4582,227.033878773911,1,2020,2,NASDAQ-CM,Consumer Discretionary,Catalog/Specialty Distribution,"67,503","51,953","410,482,006",$12.47/$10.82,$50.10/$10.76,$11.11,5.64,14.2%,$1.95,$1.65
716,716,PAGP,34,01/29/2014,04/28/2022,2.911764705882353,$0.2175,166.34382566585964,1,2014,8,NASDAQ-GS,Energy,Oil & Gas Production,"2,420,648",N/A,"1,994,726,459",$10.38/$10.06,$12.84/$9.24,$9.99,146.71,8.53%,$0.07,$0.87
717,717,ESCA,43,12/20/2011,05/27/2022,3.0,$0.15,14.285714285714278,1,2011,23,NASDAQ-GM,Consumer Discretionary,Recreational Games/Products/Toys,"1,194,487","49,964","174,840,186",$13.05/$12.38,$24.50/$11.92,$12.76,6.92,4.9%,$1.86,$0.60
718,718,LMT,38,08/29/2013,08/31/2022,2.8421052631578947,$2.80,15.652173913043484,1,2013,9,NYSE,Industrials,Aerospace,"1,767,980","1,284,881","111,509,466,385",$419.48/$410.68,$479.99/$324.23,$410.62,18.51,2.7%,$22.64,$11.20
719,719,GASS,13,01/12/2006,02/26/2009,2.8461538461538463,$0.1875,0.0,1,2006,16,NASDAQ-GS,Consumer Discretionary,Marine Transportation,"635,448","406,963","124,921,132",$3.52/$2.92,$4.18/$1.91,$2.91,0.0,N/A,$-0.75,N/A
720,720,LRCX,33,06/09/2014,06/14/2022,2.909090909090909,$1.50,120.00000000000004,1,2014,8,NASDAQ-GS,Technology,Industrial Machinery/Components,"1,421,657","1,365,124","62,448,118,005",$450.41/$431.20,$731.85/$411.39,$424.08,14.07,1.41%,$31.99,$6.00
721,721,EQIX,30,05/22/2015,05/17/2022,2.8666666666666667,$3.10,547.9289940828403,1,2015,8,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,"603,660","525,609","62,729,495,284",$689.55/$676.92,$885.26/$606.12,$677.42,127.15,1.88%,$5.42,$12.40
722,722,OPOF,89,05/25/2000,05/31/2022,2.966292134831461,$0.13,25.0,3,2000,22,NASDAQ-CM,Finance,Major Banks,"3,540","2,901","125,643,564",$25.35/$24.64,$27.99/$20.50,$24.81,17.36,2.11%,$1.42,$0.52
723,723,GD,36,10/09/2013,06/30/2022,2.888888888888889,$1.26,11.290322580645167,1,2013,9,NYSE,Industrials,Aerospace,"1,675,582","1,258,632","61,742,178,218",$222.73/$216.91,$254.99/$182.66,$216.60,19.04,2.33%,$11.68,$5.04
724,724,SO,36,08/01/2013,05/13/2022,2.9166666666666665,$0.68,3.571428571428555,1,2013,9,NYSE,Utilities,Power Generation,"4,607,653","4,233,467","74,196,098,055",$70.04/$69.25,$77.23/$60.12,$69.28,32.33,4.02%,$2.16,$2.72
725,725,FGBI,29,06/18/2015,06/23/2022,3.0,$0.16,0.0,1,2015,0,NASDAQ-GM,Finance,Major Banks,"672,571","34,069","256,024,256",$25.80/$23.83,$29.65/$16.48,$24.64,9.17,2.49%,$2.60,$0.64
726,726,CTAS,6,02/11/2021,05/13/2022,3.0,$0.95,26.66666666666667,0,2021,33,NASDAQ-GS,Consumer Discretionary,Business Services,"799,265","518,912","38,799,559,753",$379.56/$368.72,$461.44/$343.86,$366.53,33.53,1.06%,$11.31,$3.80
727,727,WNEB,72,08/06/2004,05/10/2022,3.0,$0.06,500.0,2,2004,20,NASDAQ-GS,Finance,Savings Institutions,"19,295","26,855","169,226,340",$7.61/$7.26,$9.98/$7.13,$7.31,7.28,3.24%,$1.03,$0.24
728,728,PHM,37,08/01/2013,06/09/2022,2.864864864864865,$0.15,60.0,1,2013,9,NYSE,N/A,N/A,"3,588,972","3,031,057","9,597,745,160",$40.87/$39.45,$58.09/$35.03,$39.72,4.95,1.58%,$8.16,$0.60
729,729,CHY,224,08/14/2003,06/10/2022,1.0089285714285714,$0.10,86.30024610336343,2,2003,0,NASDAQ-GS,Finance,Investment Managers,"153,883","211,364","833,080,947",$11.36/$11.09,$17.09/$10.55,$11.05,N/A,10.86%,N/A,$1.20
730,730,ATLCL,1,04/13/2022,04/13/2022,0.0,$0.3828125,0.0,0,2022,0,NASDAQ-GM,N/A,N/A,"9,215",N/A,N/A,$23.91/$23.25,$25.70/$22.66,$23.7706,N/A,6.44%,N/A,$1.5313
731,731,MRCC,39,12/12/2012,06/14/2022,2.923076923076923,$0.25,2.941176470588232,1,2012,10,NASDAQ-GS,Finance,Investment Managers,"61,706","63,390","188,280,495",$8.91/$8.68,$11.85/$8.57,$8.78,7.07,11.36%,$1.23,$1.00
732,732,PFE,36,07/31/2013,05/12/2022,2.9444444444444446,$0.40,417.6315789473685,1,2013,9,NYSE,Health Care,Biotechnology: Pharmaceutical Preparations,"24,343,179","27,470,701","289,466,114,374",$51.64/$50.30,$61.71/$38.82,$50.09,11.83,3.26%,$4.36,$1.60
733,733,NAVI,33,06/04/2014,06/02/2022,2.909090909090909,$0.16,6.666666666666671,1,2014,8,NASDAQ-GS,Finance,Finance: Consumer Services,"6,443,698","1,602,676","2,129,623,070",$14.42/$13.81,$23.80/$12.45,$13.72,3.9,4.73%,$3.69,$0.64
734,734,SPOK,63,02/20/2007,05/24/2022,2.952380952380953,$0.3125,400.0,2,2007,17,NASDAQ-GS,Technology,Retail: Computer Software & Peripheral Equipment,"69,476","115,923","138,249,472",$7.10/$6.93,$11.46/$6.56,$6.98,0.0,17.99%,$-1.40,$1.25
735,735,JSM,1,06/13/2022,06/13/2022,3.0,$0.375,0.0,0,2022,0,NASDAQ-GS,Finance,Finance: Consumer Services,"31,322",N/A,N/A,$20.53/$19.74,$25.95/$19.69,$20.00,N/A,7.5%,N/A,$1.50
736,736,PPBI,14,02/14/2019,05/05/2022,2.7857142857142856,$0.33,13.63636363636364,1,2019,3,NASDAQ-GS,Finance,Major Banks,"847,265","387,398","2,784,307,371",$29.59/$28.69,$45.24/$27.92,$28.55,8.26,4.58%,$3.55,$1.32
737,737,RILYT,7,04/14/2021,10/13/2022,2.571428571428572,$0.375,0.0,0,2021,1,NASDAQ-GM,Consumer Discretionary,Business Services,"5,290",N/A,N/A,$23.22/$22.70,$26.66/$22.66,$22.89,N/A,6.55%,N/A,$1.50
738,738,DRE,36,08/13/2013,05/13/2022,2.9166666666666665,$0.28,347.3684210526316,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"5,016,991","2,108,032","22,107,928,648",$57.55/$55.65,$66.22/$47.03,$55.47,21.36,2.07%,$2.69,$1.12
739,739,BOOM,43,09/28/2009,03/30/2020,3.0,$0.125,525.0,1,2009,17,NASDAQ-GS,N/A,N/A,"566,167","142,065","367,912,051",$19.07/$17.08,$59.74/$16.67,$17.20,0.0,N/A,$-0.73,N/A
740,740,AHG,1,08/01/2018,08/01/2018,0.0,$0.40,0.0,0,2018,4,NASDAQ-GM,Finance,Finance: Consumer Services,"11,697","27,676","78,626,405",$1.21/$1.10,$22.39/$0.75,$1.0805,N/A,N/A,N/A,N/A
741,741,PRPH,1,05/24/2022,05/24/2022,3.0,$0.30,0.0,0,2022,4,NASDAQ-CM,Health Care,Biotechnology: Pharmaceutical Preparations,"96,689","70,617","183,986,071",$11.75/$11.26,$11.61/$4.76,$11.54,11.61,N/A,$1.01,N/A
742,742,SBAC,12,08/27/2019,05/18/2022,2.75,$0.71,25.67567567567568,1,2019,3,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,"933,643","708,127","35,338,814,884",$329.13/$320.69,$391.15/$286.41,$325.84,82.76,0.91%,$3.96,$2.84
743,743,FLIC,61,04/03/2007,03/15/2022,2.9836065573770494,$0.20,20.0,2,2007,34,NASDAQ-CM,Finance,Major Banks,"166,186","59,726","416,488,508",$18.14/$17.70,$22.95/$16.51,$17.62,9.68,4.51%,$1.86,$0.80
744,744,ITIC,126,02/25/1991,06/14/2022,3.0,$0.46,3913.0434782608695,3,1991,34,NASDAQ-GS,Finance,Specialty Insurers,"6,733","2,342","299,121,223",$157.66/$152.00,$248.00/$144.30,$153.43,5.05,1.21%,$31.24,$1.84
745,745,NKE,36,08/29/2013,06/03/2022,2.9444444444444446,$0.305,16.666666666666686,1,2013,9,NYSE,Consumer Discretionary,Shoe Manufacturing,"10,463,669","6,941,531","177,694,084,925",$112.94/$109.61,$179.10/$103.46,$108.00,29.79,1.16%,$3.79,$1.22
746,746,INDB,111,12/19/1994,06/24/2022,2.990990990990991,$0.51,25.0,3,1994,34,NASDAQ-GS,Finance,Major Banks,"510,597","191,925","3,699,283,241",$79.87/$78.67,$93.52/$68.14,$78.46,22.53,2.54%,$3.51,$2.04
747,747,BPRN,15,11/02/2018,05/05/2022,2.8,$0.25,233.33333333333337,1,2018,4,NASDAQ-GS,Finance,Major Banks,"10,632","11,754","171,728,830",$28.81/$27.12,$32.05/$26.57,$26.81,7.73,3.7%,$3.51,$1.00
748,748,IRM,38,06/21/2013,06/14/2022,2.8421052631578947,$0.618,86.27450980392157,1,2013,9,NYSE,Real Estate,Real Estate Investment Trusts,"2,310,826","3,011,824","14,371,173,669",$49.89/$48.60,$58.61/$41.67,$47.95,32.33,5.14%,$1.53,$2.474
749,749,EVRG,17,05/29/2018,05/19/2022,2.823529411764706,$0.572,15.0,1,2018,4,NYSE,Utilities,Power Generation,"1,338,171","2,174,756","14,711,852,274",$64.31/$62.64,$73.12/$59.34,$62.44,18.21,3.74%,$3.52,$2.29
750,750,MRBK,9,08/07/2020,05/13/2022,2.333333333333333,$0.20,700.0,1,2020,2,NASDAQ-GS,Finance,Major Banks,"14,249","8,601","180,681,229",$30.31/$29.30,$39.78/$24.00,$29.49,5.95,2.7%,$4.97,$0.80
751,751,OBCI,8,09/08/2020,06/07/2022,3.0,$0.04,50.0,1,2020,8,NASDAQ-CM,Industrials,Consumer Electronics/Appliances,"55,211","30,555","122,296,015",$12.89/$12.85,$13.40/$5.90,$12.87,15.68,1.24%,$0.82,$0.16
752,752,RMBI,10,06/03/2020,06/01/2022,2.4,$0.10,614.2857142857142,1,2020,2,NASDAQ-CM,N/A,N/A,"7,282","17,483","157,203,726",$13.30/$13.15,$18.16/$13.01,$13.11,13.02,2.97%,$1.01,$0.40
